query name,avg_round
return data arrays for banks,0.0
provide access to stack trace information,0.0
compare command environments for content equality,0.0
break node into nodes,0.0
set parameter to java,1.0
obtain instance of chronozoneddatetime from object,0.0
return checksum for input stream,0.0
fetch context for managing,0.0
dir root of a tree in file system,0.0
read number of bytes from input stream,0.0
set input data for compression,0.0
compare chronology to chronology,0.0
return screen resolution in dots,0.0
return samples for rectangle of pixels,0.0
write value to stream,1.0
set parameter to value,1.0
scroll view to reference location,0.0
return handler for socket creation failure,0.0
compare object with kerberosticket,0.0
bring dialog with options,0.0
return number of bits for bands,0.0
update column with int value,0.0
create savepoint with name,0.0
add object to joinrowset object,0.0
initialize mac object with key,0.0
return width of the display in pixels,0.0
provide mapping from document model,0.0
get end entity certificate from certificate chain,0.0
compare buffer to another,0.0
impose pages upon sides of the print medium,0.0
set data for midi message,0.0
add itemlistener to checkbox,0.0
return component for tabbedpane,0.0
report change to character action,0.0
create view from element,0.0
obtain soundbank object from file,0.0
return size in pixels,0.0
run tool with channels,0.0
get string for key,0.0
encode string into bytes,0.0
return code for awtkeystroke,0.0
return value of this byte as int,0.0
return inputstream for dataflavor,0.0
write changes in rowset,0.0
create area object as area,0.0
invoke method on ui,1.0
set state of this check box to state,0.0
initialize parameter generator for size,0.0
wrap array into buffer,1.0
start drag given cursor,0.0
receive object for locating,0.0
write fields to stream,0.0
set layout of this component by default,0.0
return reflection delay time in microseconds,0.0
parse string argument as integer,1.0
return number of buttons in group,0.0
return float value given value of the control point,0.0
return hashcode for roundrectangle2d,0.0
update uis for labels,0.0
fetch tabexpander to use,0.0
replace value with value,0.0
return unicodeblock with name,0.0
return samples in band,0.0
obtain state for track,0.0
write float to sqloutputimpl,0.0
set input value in option pane,0.0
return samples for pixel,1.0
perform layout on box,0.0
view bean as target type,0.0
return intstream from startinclusive,0.0
return value for object reference,1.0
return copy of this zoneddatetime with number of weeks,0.0
set editor in tablecolumn,0.0
compare calendar to object,0.0
get items on list,1.0
return parameter object for algorithm,0.0
get writer for file object,0.0
write attribute to stream,1.0
allow dispatch of events into implementations event model,0.0
set position of the caret from coordinates of a mouse event,0.0
add components of a name to end of this name,0.0
return codebase for object reference,0.0
get dimensions for text field,0.0
return iterator over elements,1.0
set policy on removed,0.0
obtain instance of offsetdatetime from text string,0.0
compare certificate for equality,0.0
determine integer in set attribute,0.0
create reference with parameters,0.0
provide hint about access level of the class,0.0
break view on axis,1.0
return advance width for showing,0.0
get string array for key,0.0
get value of the named char field from field,0.0
remove item at index,0.0
set parameter to short,0.0
return printable for use,0.0
show window depending on value of parameter,0.0
return value of the system property with name,0.0
return number of zero bits following bit,0.0
return number of string objects in contextlist object,0.0
update memory image by sending,0.0
alter table with add,0.0
parse string argument as short,0.0
compare offsettime to time,0.0
return delay in milliseconds,1.0
find descriptor for class,0.0
support conversion from source format,0.0
get class object for target interface,0.0
insert typecode object into dynany,0.0
obtain size in bytes of the entire audio,0.0
obtain date in buddhist calendar system,0.0
remove items from choice menu,0.0
replace entry in list of source,0.0
return executor for endpointinstance,0.0
return copy of this localdatetime with year,0.0
process events on text component,0.0
give hint as to number of rows,0.0
add css attribute to set,0.0
insert string object into value field,0.0
get content of this attachmentpart object as byte array,0.0
return tab stop position given reference position,0.0
return lifetime in seconds,0.0
apply sslparameters to socket,0.0
remove changelistener from model,0.0
get font from system properties,0.0
return element in set,1.0
cast object of a remote interface type to type,0.0
get error event handler in effect,0.0
wrap char array into buffer,0.0
set soapmessage in message context,0.0
create xmlgregoriancalendar from gregoriancalendar,0.0
return hash code value for collection,0.0
set alignment for label,0.0
retrieve attribute with feature,0.0
put value association into preference node,0.0
create parallelgroup with alignment,0.0
set event allocator for events,0.0
create timer notification with type,0.0
read bytes of data from stream,0.0
return path to menu item,0.0
initialize members from sequence of namevaluepairs,0.0
compare mbeannotificationinfo to another,0.0
return copy of this duration with duration,0.0
update column with value,0.0
return serialblob object as input stream,0.0
return copy of this period with years,0.0
obtain instance of zoneoffset from object,0.0
set treecellrenderer to tcr,0.0
treat case as insensitive,0.0
push output to target handler,0.0
get formatting pattern for date,0.0
return certificate objects for entry,0.0
set location of this point2d to float,0.0
read attribute in stream,0.0
add member to group,0.0
return hash code value for stack trace element,0.0
write attribute to stream,1.0
set number of minutes in timezone,0.0
remove driver from list of registered drivers,0.0
set gap between components,1.0
assign byte value to element of the specified range of the specified array of bytes,0.0
set parameter to byte,0.0
remove element from list,1.0
return copy of this duration with duration,0.0
set default classloader for connector server,0.0
return hashcode for rectangle2d,0.0
register parameter in position parameterindex,1.0
visit char value in annotation,0.0
obtain date in chronology,1.0
convert bigdecimal to short,0.0
remove value for class,0.0
compare object to object,1.75
retrieve number of typecode objects in object,0.0
provide hint as to get,0.0
return type for cursor,0.0
get amount of empty space in pixels,0.0
read bit integer from file,0.0
retrieve value of the designated column in row of this resultset object,1.474
obtain information about device,0.0
return object in interface repository,0.0
compare obj with instance,0.0
end string with suffix,0.0
return copy of this localdate with number of days,0.0
paint tabs in tab area,0.0
return value for parameter,2.0
set content of the soapenvelope object with data,0.0
return string table for class jobstate,0.0
create border with edge,1.0
return string table for class,0.0
create spliterator over elements,1.0
return default starting directory,0.0
connect output stream to receiver,0.0
return set for traversal operation,0.0
set namespace context for prefix,0.0
return zipentry for entry name,0.0
change selection in menu hierarchy,0.0
return child of parent at index index,0.0
return name of the encoding format for key,0.0
compare finite field for equality,0.0
return number of pages in set,0.0
fetch graphics for rendering,0.0
return background color for cells,0.0
set object value for cell,0.0
return value for nth header field,0.0
read attribute in stream,0.0
set keyboard mnemonic on model,0.0
set echo character for jpasswordfield,0.0
return tab index with title,0.0
return value of this short as double,0.0
set diagonal of the framing rectangle of this shape based on coordinates,0.0
return child at index,0.0
add service contexts to request,0.0
get multiplier for use,0.0
return iterator over name elements of this path,0.0
set feature for transformerfactory,0.0
set vector of sources to vector,0.0
install abstractformatter onto jformattedtextfield,0.0
write object to sql data stream,0.0
return length for transformation,0.0
return glass pane for jrootpane,0.0
return glasspane object for applet,0.0
remove values in state hashtables,0.0
import parameters from params,0.0
remove number of available elements from queue,0.0
open connection to url,0.0
set samples for rectangle of pixels,0.0
convert string in jdbc date escape format,0.0
read len floats from stream,0.0
write attribute to stream,1.0
set bits from fromindex,0.0
compare attribute name to another,0.0
set time with date,0.0
obtain hijrahdate of the umm al qura calendar from proleptic year month day fields,0.0
play clip given url,0.0
remove menu component from menu bar,0.0
enable credential delegation on context,0.0
return bounds of the specified tab in space of the jtabbedpane component,0.0
obtain instance of yearmonth from year,0.0
fetch index within element,0.0
return enumeration value table for enumeration class,0.0
return array type with component type,0.0
publish changes in preferences,0.0
fetch default value for attribute,0.0
read value from input stream,1.0
receive mouse events from trayicon,0.0
write idl value to output stream,1.0
return size for separator,1.0
return map of the specified dataflavors to string,0.0
get fault code for soapfault object,1.0
return delay in time unit,0.0
get reader for text flavor,0.0
assign int value to element of the specified range of the specified array of ints,0.0
fetch offset from beginning of the document,0.0
return number of value mappings in map,0.0
place input stream for socket,0.0
return hash code value for redirect,0.0
perform reduction on elements of this stream,1.0
set rowmargin to intercellspacing,0.0
retain elements in collection,0.0
convert date to epoch day,0.0
return name in style of this timezone,0.0
retrieve value of the designated column in row of this resultset object,1.474
remove menukeylistener from popup menu,0.0
wrap array into buffer,1.0
read class descriptor from serialization stream,0.0
apply operator to operands,0.0
associate message digest with stream,0.0
return representation of the specified point value according to ieee point format layout,1.0
remove range of bit units from node,0.0
output value in byteholder,0.0
add dragsourcemotionlistener to dragsource,0.0
abort read via abort method,0.0
retrieve attribute in sqlinputimpl object,1.636
retrieve role info for role of a relation type,0.0
set parameter in command,0.0
obtain instance of dayofweek from object,0.0
return name for currency,0.0
create xmleventreader from java,0.0
add iioreadprogresslistener to list of registered progress listeners,0.0
read end tag for custom valuetype,0.0
return code for event,1.0
return int to argument,0.0
return country region code for locale,0.0
set locale of this imagewriter to value,0.0
convert sql statement into sql grammar,0.0
return item in map,0.0
clear parameters set for command,0.0
return offsets array for baselines,0.0
set number of columns in model,0.0
return copy of this duration with duration,0.0
add mimeheader object with name,0.0
return default icon for laf,0.0
add component to end of this compound name,0.0
reset polygon object to polygon,0.0
set time zone for calendar of this dateformat object,0.0
return copy of this duration with amount of seconds,0.0
return string table for class jobsheets,0.0
add mapping from string,0.0
abort write to iiowriteprogresslisteners,0.0
create mouse listener for jtable,0.0
set size of this rectangle to width,0.0
convert string argument into qname value,0.0
remove imageconsumer from list of interested consumers,0.0
connect socket to socket address,0.0
invoke tabforcoordinate method on ui,0.0
return zip for name,0.0
ostream value in value field of the holder,0.0
return value for class,0.0
convert object to zoneid,0.0
report property update to listeners,1.917
remove listener from print job,0.0
add referenceparameter to w3cendpointreference instance,0.0
call method on script object,0.0
return purpose number format for default format locale,0.0
add byte to list of parameters,0.0
return thread info for thread,1.0
add trayicon to systemtray,0.0
compare principal to object,0.0
perform reduction on elements of this stream,1.0
return hash code for float object,0.0
obtain file type as such,0.0
get xinclude processing mode for parser,0.0
get package for class,0.0
return attributes for jar,0.0
add iiowritewarninglistener to list of registered warning listeners,0.0
support data flavor for object,0.0
return border instance for jsplitpane divider,0.0
return activation system for vm,0.0
add input output argument to request object,0.0
read line of text from input stream,0.0
return number of bits in representation of the specified int value,0.0
return token from string tokenizer,0.0
write len bytes from byte array,0.0
propagate invalidate up tree,0.0
return renderer for cell,0.0
set rectangle of this rectangle to width,0.0
focus component before focus owner,0.0
remove iioreadupdatelistener from list of registered update listeners,0.0
get accessiblecontext for progressmonitor,0.0
start drag given cursor,0.0
obtain number of midi available connections for transmitting,0.0
create request instance for use,0.0
reset xpath to configuration,0.0
remove acolumn from array of columns,0.0
insert string representation of the object argument into character sequence,0.0
reset checksum to value,0.0
convert string argument into array of bytes,0.0
determine limits on size of the message,0.0
return rootpane object for frame,0.0
obtain instance of zoneddatetime from date,0.0
return copy of this offsetdatetime with number of months,0.0
combine date with time of midnight,0.0
write attribute to output stream,1.0
create typecode object for idl type,0.0
create multipixelpackedsamplemodel with subset of the bands of this multipixelpackedsamplemodel,0.0
insert string representation of the char array argument into sequence,0.0
set slot in portableinterceptor,0.0
add region to region list,0.0
add component in list of components,0.0
receive window events from window,0.0
return position in serialclob object,0.0
test leafness by asking,0.0
convert point to screen coordinates,0.0
return element in iteration,0.0
set image for trayicon,0.0
set base for templates object,0.0
return tail string for set of xml,0.0
set size of this window to value,0.0
return copy of this zoneddatetime with number of months,0.0
add listener to list,0.0
return text string between indices,0.0
return hash code for sortkey,0.0
visit enum value in annotation,0.0
combine components for int pixels,0.0
return string before index,0.0
write idl string value to output stream,1.0
obtain chronoperiod between dates,0.0
return keys for kerberos,0.0
get matching aliases for authenticating,0.0
return hashcode for composite,0.0
write byte to array output stream,0.0
add attribute to attribute,1.0
add attribute to element,0.0
read sql value from stream,0.0
add object to joinrowset object,0.0
obtain date from era,1.0
add title to border,1.0
return hash code for shaper,0.0
set handler for tasks,0.0
end path with path,0.0
insert char into value field,0.0
add key to view,0.0
enqueue reference object by either,0.0
write double to sqloutputimpl,0.0
return linemetrics object for character array,0.0
set location of this point2d to coordinates,0.0
create stream from input sequence,0.0
get fault string for soapfault,0.0
select rows in model,0.0
write sql rowid value to stream,0.0
return value of this integer as int,0.0
unmarshal keyinfo instance from xmlstructure instance,0.0
add output argument with name,0.0
obtain instance of japaneseera from int value,0.0
add component to layout,1.0
process method invocation on proxy instance,0.0
combine date time with time zone,1.0
register keyboard actions on jtable,0.0
associate identifier with entity,1.0
obtain instance of date from object,0.0
calculate size requirements for axis axis,0.0
return copy of this localdate with year,0.0
return margin in pixels,0.0
return copy of this year with amount,0.0
read typecode from input stream,0.0
return hash code for serialblob,0.0
delete text between indices,0.0
register file with watch service,0.0
get color over when,0.0
report change to input action,0.0
insert element into queue,1.0
add beancontextserviceslistener to beancontext,0.0
append value of a date time field to formatter,1.6
write idl value to output stream,1.0
set server socket implementation factory for application,0.0
return persistence delegate for type,0.0
return data element array representation of a pixel in colormodel,1.0
edit entries in tree,0.0
read bytes from stream,1.778
remove menukeylistener from menu item,0.0
return copy of this localdate with number of months,0.0
return stream with collection,1.0
return hash code value for attribute,0.0
return square of the distance from point,0.0
return permissioncollection object for storing,1.0
perform check(s ) on certificate,0.0
set value for sequence,0.0
add event to track,0.0
obtain date from epoch day,1.0
extract string value from dynany,0.0
obtain set of target format encodings given source format,0.0
return identifier for document event,0.0
add value to attribute,0.0
change state of the poa manager to active,0.0
read number of bytes from input stream,0.0
support conversion to format,0.0
return array given pixel,0.0
return uri equivalent to url,0.0
add vetoablechangelistener to listener list,1.0
read data from input,0.0
add changelistener to tabbedpane,0.0
combine instant with time zone,0.0
declare subset in document text,0.0
extract typecode object from dynany,0.0
copy array of alpha transparency components into array,0.0
return client stub for connector server,0.0
generate hash code for collator,0.0
return root partitions on system,0.0
report change to input action,0.0
adjust array of sizes by amount,0.0
render glyphs as subscript,0.0
create ui for jtextarea,0.0
create xmlstreamreader from jaxp source,0.0
return value of the specified number as byte,0.0
return location of the corresponding destination point given point,0.0
return copy of this offsettime with number of seconds,0.0
remove node object from tree,0.0
get value of the specified field from time,0.0
compare object with objid,0.0
return value for calendar field of this calendar instance,1.0
obtain instance of period from amount,0.0
add rectangle to rectangle,0.0
create intstream from spliterator,0.0
set value of the indexed component of the specified array object to value,0.0
read short from input stream,0.0
compare objects for equality,1.0
return character before index,1.0
return number of name elements in path,0.0
connect socket to server,0.0
convert bytebuffer into instance of class class,1.0
unmarshal xmlsignature instance from xmlstructure instance,0.0
read owner for pathname,0.0
allocate nvlist with space,0.0
set auto commit mode to state,0.0
bind socket to address,0.0
determine bounding box of the character at index,0.0
return hash code value for object identifier,0.0
find resources with name,0.0
read array of idl octets from offset,0.0
set size of this component to value,1.0
create typecode object for idl value box,0.0
set group to check box group,0.0
acquire permit from semaphore,1.0
return value for preference,0.0
obtain date from era,1.0
return binding for keystroke,0.0
return copy of this offsettime with number of hours,0.0
evaluate predicate on argument,0.0
receive action events from textfield,0.0
set color of the color chooser to color,0.0
show question message dialog with input value,0.0
return number of rows in textarea,0.0
return copy of this localtime with number of minutes,0.0
return copy of this period with months,0.0
set fault string for soapfault object,0.0
get signature value from crl,0.0
get constraints for component,0.0
return copy of this date with field,0.0
schedule task for execution,1.0
destroy object for object reference,0.0
treat case as insensitive,0.0
remove vetoablechangelistener for property,0.0
start element of legs between nodes,1.0
return value of this atomiclong as double,0.0
get enumeration with subinterfaces,0.0
deliver event to component,0.0
create object with rule,0.0
set discriminator to value,0.0
compare stubs for equality,0.0
return index of child in parent,0.0
install receiver as l&f,0.0
return tagged data element from profile,0.0
bind name to object,1.667
test pathname for equality,0.0
create writableraster as raster,0.0
return copy of this period with amount of years,0.0
produce method handle for method,0.0
return copy of this clock with time zone,0.0
return refresh rate of the display in hertz,0.0
return attribute value for configuration,0.0
return data element array representation of a pixel in colormodel,1.0
set address to wsa,0.0
add component to table of names,0.0
retrieve attribute with attribute,0.0
read byte of data from file,0.0
return character as index,1.0
specify values in category,0.0
call input verifier for focus owner,0.0
return currency format for locale,0.0
perform check(s ) on certificate,0.0
report property changes for properties,0.0
associate identifier with entity,1.0
set number of columns in rowset object,0.0
set parameter to double,0.0
pass properties from source object,0.0
return value for crl,0.0
return copy of this localtime with number of hours,0.0
put value of the named short field into field,0.0
set number of rows for textarea,0.0
set parameter to array object,0.0
return string including indications of run state,0.0
return name for code,1.0
set properties from attributes,0.0
set parameters to log message,0.0
create doublestream from supplier of spliterator,0.0
get representation as such,0.0
add metadataelement to wsa,0.0
write sql xml value to stream,0.0
obtain instance of date from object,0.0
return hash code for value,0.0
produce method handle to type,0.0
append image to output,0.0
connect socket to port,0.0
create pathiterator for outline of area object,0.0
return distance from point2d,0.0
insert element into delay queue,0.0
return copy of this zoneddatetime with number of hours,0.0
remove binding for name,0.0
convert bigdecimal to float,0.0
set permission for pathname,0.0
set parameter to ref(<structured - type > ) value,0.0
return handshake status for sslengine,0.0
return java language modifiers for class,0.0
return object of the same type with amount,0.0
return child in child array,0.0
initialize transformservice with parameters,0.0
read sequence of bytes from channel,1.5
set reader for scripts,0.0
install listeners on combo box model,0.0
return number of thumbnails given image type,0.0
create registry instance on host,0.0
generate object from specification,1.0
return copy of this zoneddatetime with number of months,0.0
return float array in colorspace,0.0
return issuer value from crl,0.0
write byte to output stream,2.0
loop playback from position,0.0
return number of elements in queue,0.0
subtract period from object,0.0
set item in choice menu,0.0
set command name for action event,0.0
append text of a date time field to formatter,1.667
schedule task for rate execution,1.0
return hash code for object,1.0
add element to stream,0.0
render model in presence of concurrency,0.0
read byte from stream,1.0
write string to clob value,1.0
read value from input stream,1.0
create endpoint with type object,0.0
send frame to back,0.0
add duration to date object,0.0
set element at position,2.0
invoke getfileview method on ui,0.0
return key for nth header field,0.0
call dragexit on droptargetlistener,0.0
compare ldapname with object,0.0
return char value at index,0.0
add object to list of parameters,0.0
return copy of this duration with duration,0.0
remove tasks from work queue,0.0
get signature from certificate,0.0
remove item from choice menu,0.0
return identifier for syncprovider object,0.0
compare object with renderinghints,0.0
return policy in effect,1.0
compare url for equality,0.0
compare serialdatalink to object,0.0
visit type value in annotation,0.0
return uri for namespace,0.0
add resource bundle to list of resource bundles,0.0
cause transfer from component,0.0
delete component from compound name,0.0
return column given name,0.0
return width between cells,0.0
reset xmlgregoriancalendar to values,0.0
return element in list,1.0
append text of a date time field to formatter,1.667
return string table for class dialogtypeselection,0.0
append character to output stream,0.0
return border instance for jbutton,0.0
add changelistener to list,0.0
return representation for string object,0.0
return name of the algorithm for pair generator,0.0
insert element into priority queue,0.0
request information after information,0.0
get entries from crl,0.0
create endpoint object with address,0.0
return copy of this offsetdatetime with month,0.0
retrieve appconfigurationentries for name,0.0
return hashcode for principal,0.0
provide access to leap second,0.0
write byte to stream,1.0
remove binding for key,0.0
populate object with data,1.0
populate object with data,1.0
wrap output stream for encoding,0.0
search array of bytes for value,0.0
search ancestor hierarchy for jdesktop instance,0.0
return optional with value,0.0
create doublestream from spliterator,0.0
parse numbers as integers,0.0
set print quality for pages,0.0
remove items from list,0.0
return value for cell index,0.0
create typecode object for idl interface,0.0
remove vetoablechangelistener from listener list,0.0
rename file in file system,0.0
request lifetime in seconds,0.0
set parameter in command,0.0
write bits of the argument v. to output stream,1.0
create graphics context for component,0.0
set number of digits to right of the decimal point,0.0
read bytes from stream,1.778
disable mbeanservernotifications given objectname,0.0
visit int value in annotation,0.0
create parallelgroup with alignment,0.0
write bits of the argument to output stream,1.0
set object for syncproviderexception object,0.0
return tie for target object,0.0
get class loader for loading,0.0
append stringbuffer to sequence,0.0
convert time duration in unit,0.0
select rows from index0,0.0
return band pixel in element of an int array,0.0
return corba repositoryid for class,0.0
receive data chunks from publish method,0.0
enable decorations for frame,0.0
return hash code for integer,0.0
enable sequence checking for per security services,0.0
return linemetrics object for characteriterator,0.0
return copy of this offsettime with ensuring,0.0
obtain chronozoneddatetime in chronology,0.0
set flag for array of objects,0.0
convert path string to path,0.0
grant algorithm for primitives,0.0
return advance width for showing,0.0
return prefix of this attribute at index,0.0
set number of columns in layout,0.0
remove mappings from actionmap,0.0
return header string for set of formatted records,0.0
write type value to stream,0.0
return dataflavors from droptargetcontext,0.0
remove component from list of invalid components,0.0
get object for awt component tree operations,0.0
set property in implementation of binder,0.0
encode content of a single input character buffer into byte buffer,0.0
return tag for task,0.0
report property update to listeners,1.917
read line of text from file,0.0
convert bigdecimal to biginteger,1.0
read idl value type from input stream,0.0
obtain midi transmitter from midi port,0.0
return value as double,1.0
set component to left,0.0
associate printerjob with printservice,0.0
register imageconsumer object with imageproducer,0.0
paint pixel within bounds,0.0
read bytes of data from input stream,1.0
reset stream to mark,1.0
register target for tie,0.0
return object as corba::object,0.0
receive event from mouselistener,0.0
write bits to stream,0.0
return display policy for scrollbars,0.0
translate string from unicode,0.0
remove vetoablechangelistener from listener list,0.0
compare activation group descriptors for equality,0.0
return size of this object in form of a dimension object,0.0
obtain instance of hijrahera from int value,0.0
unmarshal xmlsignature instance from instance,0.0
return data for pixel,0.0
add actionlistener to file chooser,0.0
compare bigdecimal with bigdecimal,0.0
return input stream for reading,0.0
return hash code for serialref,0.0
remove key from dictionary,0.0
add keyeventdispatcher to dispatcher chain,0.0
return samples for pixel,1.0
create html renderer for component of html,0.0
get color over when,0.0
compare serialclob to object,0.0
set menubar for applet,0.0
select item in path,0.0
output value in objectholder object,0.0
write len bytes from byte array,0.0
make invocation on request,1.0
return reference to object registry,1.0
check objects for equality,0.0
remove environment property from environment of this context,0.0
set port number on host,0.0
add attribute to element,0.0
set jpopupmenu for jcomponent,0.0
get subjectuniqueid value from certificate,0.0
set extent of this arc to value,0.0
convert pair to code point value,0.0
log message with information,1.0
return dimension in units,0.0
return copy of this offsetdatetime with number of years,0.0
return value for gssname,0.0
get exception handler for stream,0.0
read data from istream,0.0
put value of the named char field into field,0.0
return display icon for panel,1.0
return string name for print service,0.0
read data into array of bytes,0.0
return number of visible children for row,0.0
connect writer to receiver,0.0
return size for passed,1.0
return value for calendar field of this calendar instance,1.0
update column with array value,0.0
enable input method for composition,1.667
obtain japanesedate from object,0.0
return baseline for html renderer,0.0
associate type information with element,0.0
write data to output stream,1.5
get identifier for thread,0.0
create connection to connector server,0.0
enable escape processing for object,0.0
cause call to method of this tokenizer,0.0
get policy on execute,0.0
create samplemodel with width,0.0
return longstream from startinclusive,0.0
compare serialarray to object,0.0
figure size of the master based on information,0.0
set feature property on implementation,0.0
combine time with date,1.0
replace entry for key,1.0
return samples for rectangle of pixels,0.0
return hash code value for attribute,0.0
obtain instance of minguoera from int value,0.0
return bufferedimage with data layout,0.0
remove header entries from mimeheaders,0.0
find instance of a method type given spelling of bytecode descriptor,0.0
add listener to list,0.0
return boundary following boundary,0.0
perform reduction on elements of this stream,1.0
fetch child view at coordinates,0.0
copy file to target,0.0
return integer value of the system property with name,0.0
write string to output stream,1.0
return offset into text character array,0.0
compare offset to offset,0.0
translate string to css,0.0
retrieve height of the popup based on listcellrenderer,0.0
identify focus change event as temporary,0.0
add undoableedit to undomanager,0.0
return protocol string from request,0.0
return icon for file of file,0.0
disable event delivery to menu item,0.0
return value of the given attribute in mbean,0.0
convert biginteger to int,1.0
return directionality property for character,0.0
remove filter from list of user choosable,0.0
make method handle by running,0.0
convert apoint to destination coordinate system,0.0
return copy of this localdate with month altered,0.0
create endpoint with implementor object web service,0.0
set default value of the allowuserinteraction field for urlconnection objects,0.0
get reader for object,0.0
transform color value into colorspace,0.0
get presentation name for edit,0.0
return flatness of curve,0.0
define character in unicode,0.0
remove service from context,0.0
convert date time to number of seconds,0.0
provide hint to look,0.0
return number of frames for animation loop,0.0
add client side request interceptor to list of client side request interceptors,0.0
retrieve number of attribute type value pairs in rdn,0.0
get attributes for pane,0.0
delete region of text from offset,0.0
return enumeration value table for class,0.0
set descriptor for modelmbeanoperationinfo,0.0
return copy of this year month with amount,0.0
apply times to date,0.0
remove acl entry from acl,0.0
create listener for handling,0.0
obtain instance of localdate from object,0.0
return text from text,0.0
assign value to element of the specified array of doubles,0.0
return size in pixels,0.0
update column with ascii stream value,0.0
return color alpha components of the pixel in default rgb color model format,0.0
remove indices in interval,0.0
invoke setminimumsize with value,0.0
remove content from document,0.0
remove mapping for key,1.0
obtain instance of offsettime from hour,0.0
create spliterator over elements,1.0
emit end tag for < p > tag,0.0
add image to list of images,1.0
set margin between border,0.0
return hash code for float value,0.0
read attribute in stream,0.0
read sequence of bytes from channel,1.5
fill corner rectangle with color,0.0
return expiration time for validity period,0.0
return copy of this duration with duration,0.0
return string including type,0.0
get items on scrolling list,0.0
create service loader for service type loader,0.0
map key to value,0.0
get key from certificate,0.0
connect datagram socket to destination,0.0
insert int into value field,0.0
return endpointreference for endpoint,0.0
append menu item to end of the menu,0.0
return spliterator over elements,0.0
remove items from item list,0.0
register policyfactory for policytype,0.0
remove celleditorlistener from listener list,0.0
set override type for policies,0.0
return code point at index of the charsequence,0.0
create array with component type,0.0
cast object to class,0.0
return object for soapenvelope object,0.0
retrieve attribute in sqlinputimpl object,1.636
set value of a field as boolean,0.0
return size for passed,1.0
get value of the named double field from field,0.0
set parameter in command,0.0
return sslparameters in effect,0.0
set policy on continue,0.0
get metrics for font,0.0
map key to object,0.0
set interfacename as wsam,0.0
write ref object in java programming language,0.0
retrieve number of entries in search result,0.0
set value of a field as double,0.0
write string to output stream,1.0
invoke method on ui,1.0
translate value into bigdecimal,0.0
return copy of this year with number of years,0.0
initialize generator for keysize,1.0
return hit on side of caret,0.0
set block increment for scroll bar,0.0
return level classes within package,0.0
obtain instance of chronolocaldate from object,0.0
return copy of this date with amount,0.0
return copy of this localdatetime with number of days,0.0
remove set of attributes from list,0.0
indicate nullability of values in column,0.0
write short to file,0.0
obtain japanesedate from system clock,1.0
return copy of this formatter with override chronology,0.0
translate origin of the graphics context to point,0.0
return string value at index,0.0
delete observer from set of observers of this object,0.0
insert string representation of the long argument into sequence,0.0
receive event from keylistener,0.0
read bytes from file,0.0
paint track on slider,0.0
perform reduction operation on elements of this stream,0.0
return number of values in entry,0.0
update element at index,1.0
install borders on child components of the jcomponent,1.0
create samplemodel with subset of the bands of this samplemodel,0.0
log logrecord into buffer,0.0
return number of bands in raster,0.0
create activation group for vm,0.0
load class name through list of class loaders,1.0
return string table for class severity,0.0
return default int data array in databuffer,0.0
transform string into series of characters,0.0
find character in document,0.0
add style into style hierarchy,0.0
compare object with list,0.0
write manifest to outputstream,0.0
retrieve exception for warning error,0.0
return trc for component,0.0
set parameter in command,0.0
add integer to list of parameters,0.0
compare object with uid,0.0
add listener to line,0.0
read access mode for role,0.0
return writer for scripts,0.0
return amount of time in milliseconds,0.0
return enumeration value table for class sheetcollate,0.0
insert value into dynany,1.0
write sql array value to stream,0.0
create writableraster with size,1.0
cause flush on target handler,0.0
return advance width for showing,0.0
return trust manager for type of trust material,0.0
return string table for class chromaticity,0.0
convert argument to int,0.0
return data array element from bank,1.429
return hashcode for object,0.0
set transform to scaling transformation,0.0
return copy of this offsetdatetime with offset,0.0
obtain instance of gregoriancalendar with default locale,0.0
set rowsetmetadata object as rowsetmetadata object,0.0
create spliterator over elements,1.0
create object for snihostnames,0.0
return linemetrics object for string,0.0
calculate gap between components,0.0
return image observer for image,0.0
specify paper size for pages,0.0
get background color from attribute,0.0
return view of the portion of this list between fromindex,0.0
remove changelistener from list,0.0
return name for bcp47 region code,0.0
compare object with set,0.0
return feed direction resolution in units of dphi,0.0
get date formatter with style,0.0
write contents of the buffer to character stream,0.0
return hash code of a non null argument for argument,0.0
initialize pair generator with parameter set,0.0
return lifetime in seconds,0.0
set descriptor for modelmbeanattributedescriptor,0.0
lookup user principal by name,0.0
return hashcode for arc2d,0.0
set location of the end points of this quadcurve2d to coordinates of the point2d objects,0.0
return reference to thread object,0.0
load class name through list of class loaders,1.0
return userprincipallookupservice for file system,0.0
set activation system for vm,0.0
"perform parallelprefix(object [ ] , binaryoperator ) for subrange of the array",0.0
return name for time zone,1.0
set number of columns in textfield,0.0
set attributes on implementation,0.0
get location of this component in form of a point,0.0
set contents of the clipboard to object,0.0
return currency format for default format locale,0.0
get dimensions for text field,0.0
define keys for focus traversal operation,0.0
add group of entries to sizesequence,0.0
return reference to object registry,1.0
obtain status byte for midi message,0.0
set keyboard mnemonic for button,0.0
return instance of a keystroke given code,0.0
set parameter to input stream,0.0
start path with path,0.0
return index of the rightmost in biginteger,0.0
read byte from stream,1.0
read len longs from stream,0.0
obtain instance of offsetdatetime from instant,0.0
combine year month with day,0.0
enable file selection for file dialog,0.0
return httpcontext for exchange,0.0
return suite in use,0.0
get decimalformatsymbols instance for default locale,0.0
append separator of default size to end of the tool bar,0.0
uninstall listeners for ui,0.0
