query name,avg_round
change to newname,0.0
return with locale,1.619
return in model,2.091
return for drop index,0.0
convert to date time,1.0
convert to sequence of bits,0.0
return in machine,1.0
return for class printerstatereason,1.0
broadcast in thumbnail image,0.0
return for input errors,0.0
invoke on ui,1.212
set in bank,1.6
convert into instance of class class,1.6
object for object reference,0.0
adjust as object,1.0
retarget to source,0.0
return according to ieee point format bit layout,1.0
write in properties table,1.0
write to output stream,1.8
get from field,1.0
render as subscript,0.0
set for menu item,0.0
create for file,2.0
return with comparator,1.65
convert to coordinate system,0.0
read from stream,1.382
set based on center point2d,0.0
add to attribute,1.5
obtain in receiver,1.0
obtain from text string,1.8
compare for equality,1.13
return for sequencer,0.0
query by thread,0.0
get from certificate,1.0
get for extension value,0.0
set as unit,1.0
receive from trayicon,1.0
connect to writer src,0.0
combine with time,1.429
retrieve by name,1.375
apply on mbean,1.0
set for logger,1.0
parse from string,2.0
add to mbean,0.0
move to position,1.75
compare to object,1.623
return with range of the specified array,1.0
set for scroll bar,1.0
get as such,1.0
set to int,1.4
set for button,1.444
get for key,1.25
set in command,0.0
set for context,1.0
retrieve for resolving,0.0
return for delegation,1.0
set for table,1.0
return for compositetype instance,0.0
visit in annotation,1.417
set to result of computation,0.0
set for margin,1.0
set to boolean,1.0
append to writer,1.0
parse into user information,0.0
obtain from epoch day,1.333
select from array of dataflavors,0.0
store into stream,0.0
get between components,1.0
come from text,0.0
get for zone,1.571
initialize with source of certificate authorities,0.0
return in bytes,1.818
set with date specifiers week year,0.0
return with period,1.0
compare against object,1.623
get from validity period of the certificate,1.0
fill with data,1.0
react to change,0.0
create from supplier of spliterator,1.0
return for attribute,1.6
create with color,1.0
return for string,4.137
return for threads,1.0
parse from string,2.0
create from reader,1.0
specify for channel,0.0
render at size,0.0
construct with thread pool,1.0
return for object name,1.0
invoke on ui,1.212
disable for component,0.0
return for object,2.077
tag with identifier,0.0
retrieve for values,1.0
write to stream,1.5
associate with uuid,1.0
return for writing,0.0
set for pathname,1.0
map into string,0.0
return for component,3.712
set to point2d,1.0
remove at index,1.0
perform from source raster,0.0
hold on lock,1.0
update with value,1.545
set to clip shape,0.0
put in form,0.0
set for socket,0.0
apply after edit,0.0
remove from relation,1.0
save to date,1.0
return from model,2.091
obtain in chronology,1.5
set as percentage of size,0.0
get for window,1.0
remove from list,1.438
return in bytes,1.818
return with amount,1.529
read from infoset,0.0
obtain from system clock,2.048
return for frame,1.0
set to rotation transformation,0.0
connect to output stream src,0.0
set with array of column numbers,0.0
read from stream,1.382
add to calendar field,1.0
allow to object object,0.0
add to environment of this context,0.0
return for component,3.712
return for class sheetcollate,1.0
get for default locale,1.0
support in colormodel,0.0
occur on jlayer,0.0
write to output stream,1.8
remove for attributechangenotifications,0.0
store in column,1.0
add to list of server side request interceptors,0.0
give from document,0.0
return for default format locale,1.0
remove from beancontextchild,1.0
get from certificate,1.0
initialize with key,1.111
return in zip,1.5
visit in annotation,1.417
read from input stream,1.51
count to number of live threads,0.0
remove from menu,1.0
append to end of the document,0.0
return for passed,1.5
return for class jobstate,1.0
return with number of nanoseconds,1.0
obtain from patch,0.0
return at index,1.86
apply to engine,0.0
return at index,1.86
return with time,1.778
get with name,2.357
return for text component,0.0
return for dataflavor,1.0
grant with permission target name,0.0
extract to corba object,0.0
map to resultset column index,0.0
set in object,1.742
support for thread,0.0
get for soapfault,1.0
decode into subsequence of plaintext application data buffers,0.0
return in textfield,0.0
schedule for delay execution,1.0
wait on condition,0.0
convert into array,1.0
add to receiver,0.0
convert to long,2.0
associate with key,2.375
retrieve from list of attribute values,0.0
add to list of attribute values,0.0
retrieve in effect,1.0
return for serialdatalink,0.0
obtain from text string,1.8
obtain from era,1.0
set to coordinates,1.0
return for longstream,2.0
write to stream,1.5
get in form of a point,1.0
register with drivermanager,0.0
get from field,1.0
return for unicode,0.0
obtain from int value,1.0
write to output stream,1.8
add to value of the field of the given object,0.0
fetch for parser,1.0
set for locator,1.0
add for receiving,0.0
write to sqloutputimpl,1.0
remove from tooltip control,0.0
return for charset,1.0
add within beancontext,1.0
return for determining,0.0
add given object,1.583
enable for object,1.0
put in depth of the sub,0.0
set to pattern,1.0
update with ascii stream value,0.0
invoke on ui,1.212
return without adding,1.0
remove from list,1.438
provide for object,0.0
write to file,1.231
return for crl entry,0.0
pass into client property,0.0
return in selection,1.429
create with qname,1.0
convert to length,0.0
return between text,2.429
create for use,1.0
remove from beancontextchild,1.0
position at beginning of the representation of an object,0.0
determine along axis,0.0
extract from dynany,1.455
create for year,0.0
return with array,4.408
get from issueraltname extension,0.0
obtain from era,1.0
return to child of parent,1.0
get in seconds,0.0
calculate for container,0.0
close in group,0.0
set in list,1.0
append to end of this menu,1.667
return given array of unnormalized color alpha components,1.4
set in midi ticks,0.0
compare for content equality,1.0
set for cell,1.667
remove from progress bar,0.0
get for filter,1.5
register with watch service,1.0
process on choice,0.0
generate for sequence of input values,0.0
return for method,1.4
convert to double,1.0
get for alias,0.0
obtain from system clock,2.048
return from startinclusive,1.0
return including indications of run state,0.0
set for menu button,0.0
set to value,2.011
remove for key,1.895
construct between path,0.0
set for locating,0.0
retrieve in table,0.0
remove from acl entry,1.0
remove from category,1.0
start between nodes,1.0
create for objects,1.0
enable for class loading system,0.0
set for view,1.0
specify for jobs,1.0
get in string,3.0
get with key,1.25
return in map,2.143
set to rgb color,0.0
disable for text,0.0
add to end of the list of certstores,0.0
get for connection,1.0
assign to element of the specified array of chars,0.0
move to position,1.75
replace in list,0.0
update from synthstylefactory,0.0
present as list,0.0
convert to entity type,0.0
assign to element of the specified array of longs,0.0
return between components,1.0
return in style of this timezone,0.0
set to same,1.0
return for proxy instance,0.0
return from defaults,1.095
propagate from beancontext,0.0
allow from event target,1.0
read from file,1.312
populate with bindings,0.0
return between zero,1.5
read from stream,1.382
scroll along axis,0.0
return to policy object,1.0
get from cookie cache,0.0
add to end of this composite name,1.0
return for data format,0.0
put into field,1.0
return for characteriterator,1.0
write to object stream,0.0
return in range,1.4
remove for element,2.067
convert to offsetdatetime,0.0
return for sentence breaks,0.0
generate from styleddocument,0.0
override as member of a given type,0.0
return within string of the first occurrence of the specified character,1.0
insert at bit unit,0.0
activate for input processing,0.0
invoke on ui,1.212
return with value,3.896
set for container,1.0
return with number of years,1.0
return in path,2.0
return with number of minutes,1.0
pass in object,0.0
intersect with rectangle,0.0
return for color,3.0
produce for constructor,0.0
obtain for sequence,1.0
return for url,2.286
concatenate to affinetransform,1.0
create from parameters,1.0
compare with attribute object,0.0
return in child array,1.0
return in soapbody object,1.0
return for graphicsconfiguration,0.0
apply to paragraphs,0.0
create with name,1.533
return with number of years,1.0
split around matches of this pattern,0.0
pass in object,0.0
set in state of the scriptengine,0.0
return for openmbeanoperationinfo instance,0.0
return for cursor,1.4
render in model,1.0
return as double,1.2
begin with pixel values,0.0
point to collation element,0.0
set at index,1.357
add to container,1.6
return for class finishings,1.0
create with width,1.0
receive from component,1.0
return in databuffer,1.0
write to stream,1.5
compare with openmbeanattributeinfosupport instance,0.0
install into viewport,1.0
learn about properties,0.0
set for action event,0.0
return for dialog,1.0
return over elements,1.567
return for rendering,0.0
insert into menu,1.0
get for ip address,1.0
treat as tokens,0.0
return with scope value,0.0
set in seconds,1.4
set with setparameter,0.0
determine for digit,0.0
remove with name,1.0
move to occurrence of the tag,0.0
parse from system identifier,0.0
return for simpledateformat object,0.0
return with number of days,1.0
set for key,1.0
return for dialog,1.0
set to name,1.857
convert in model,0.0
process as such,1.0
return for band,1.0
appear given view,0.0
return in receivers,0.0
return from point2d,1.0
remove from queue,1.4
select in text component,0.0
return for input method,1.0
retrieve in sqlinputimpl object,1.636
invoke on ui,1.212
return with nano,1.0
convert to gregoriancalendar,0.0
compute for blit,0.0
create withe color,1.0
return with given,1.0
set at index,1.357
hold for image,0.0
decode into short,0.0
write to sqloutputimpl,1.0
return with duration,0.0
remove from dragsource,1.0
append to end of this list,1.0
return with period,1.0
load with bunch of bindings,0.0
obtain in buddhist calendar system,0.0
set for class loader,0.0
obtain for sequence,1.0
register with selector,1.0
compare for equality,1.13
set on implementation,1.0
write to output stream,1.8
convert as such,0.0
fetch with display rules,0.0
define in database,0.0
initialize with verb,0.0
set for category,0.0
add to list of interested consumers,1.0
compare against object,1.623
return over elements,1.567
return in effect,1.4
react to change,0.0
add to string,1.0
reset with value,1.0
return for layout,1.833
pass in object,0.0
compare against object,1.623
set for button,1.444
retrieve in reference,1.0
parse as decimal byte,0.0
return for event,2.214
return for rmiserver object,0.0
return for button,1.25
allow for value spaces,0.0
return for banks,0.0
provide to stack trace information,0.0
compare for content equality,1.0
break into nodes,0.0
set to java,1.0
obtain from object,1.0
return for input stream,1.667
fetch for managing,0.0
dir in file system,0.0
read from input stream,1.51
set for compression,1.0
specify into list,1.0
compare to chronology,0.0
add as relation,1.0
return in dots,0.0
return for rectangle of pixels,1.0
write to stream,1.5
set to value,2.011
scroll to reference location,0.0
look up name of the javax,0.0
return for socket creation failure,0.0
compare with kerberosticket,0.0
bring with options,1.0
register with dragsourcecontext,0.0
return for bands,1.0
update with int value,0.0
create with name,1.533
add to joinrowset object,1.0
initialize with key,1.111
return in pixels,1.0
provide from document model,0.0
read from sqlinputimpl object,0.0
get from certificate chain,1.0
compare to another,1.0
impose upon sides of the print medium,0.0
set for midi message,1.0
add to checkbox,0.0
return for tabbedpane,1.0
report to character action,0.0
create from element,1.0
increment for scrollbar,0.0
obtain from file,1.4
return in pixels,1.0
run with channels,0.0
get for key,1.25
encode into bytes,1.5
start with value,1.0
return for awtkeystroke,1.0
return as int,1.733
return for dataflavor,1.0
write in rowset,0.0
create as area,0.0
invoke on ui,1.212
set to state,2.462
initialize for size,0.0
wrap into buffer,1.5
start given cursor,0.0
receive for locating,0.0
write to stream,1.5
set by default,1.0
return in microseconds,0.0
parse as integer,1.0
return in group,1.5
return given value of the control point,0.0
return for roundrectangle2d,0.0
update for labels,0.0
fetch to use,0.0
replace with value,1.375
return with name,2.537
return in band,1.0
obtain for track,0.0
write to sqloutputimpl,1.0
set in option pane,0.0
return for pixel,1.5
perform on box,0.0
view as target type,0.0
return from startinclusive,1.0
return for object reference,1.5
return with number of weeks,1.0
set in tablecolumn,1.0
compare to object,1.623
get on list,1.5
return for algorithm,1.8
get for file object,1.5
write to stream,1.5
allow into implementations event model,0.0
set from coordinates of a mouse event,0.0
add to end of this name,1.0
return for object reference,1.5
get for text field,1.0
return over elements,1.567
set on removed,0.0
obtain from text string,1.8
compare for equality,1.13
determine in set attribute,0.0
loggingmxbean for loggers,0.0
create with parameters,1.0
provide about access level of the class,0.0
break on axis,1.0
return for showing,0.0
get for key,1.25
get from field,1.0
remove at index,1.0
set to short,0.0
return for use,1.0
show depending on value of parameter,1.0
return with name,2.537
return following bit,1.0
return in contextlist object,0.0
update by sending,0.0
alter with add,0.0
parse as short,0.0
compare to time,1.0
return in milliseconds,1.5
find for class,1.75
support from source format,0.0
get for target interface,0.0
add for receiving,0.0
insert into dynany,1.4
pass in object,0.0
obtain in bytes of the entire audio,0.0
obtain in buddhist calendar system,0.0
remove from choice menu,1.0
read into array of bytes,1.667
replace in list of source,0.0
return for endpointinstance,0.0
return with year,1.0
process on text component,0.0
give as to number of rows,0.0
add to set,1.889
insert into value field,1.0
get as byte array,0.0
return given reference position,0.0
return in seconds,1.4
apply to socket,0.0
remove from model,1.0
get from system properties,0.0
return in set,2.36
cast to type,0.0
get in effect,0.0
wrap into buffer,1.5
set in message context,0.0
create from gregoriancalendar,0.0
return for collection,1.75
set for label,1.5
retrieve with feature,0.0
put into preference node,0.0
create with alignment,0.0
set for events,0.0
create with type,1.0
read from stream,1.382
return to menu item,0.0
initialize from sequence of namevaluepairs,0.0
compare to another,1.0
return with duration,0.0
update with value,1.545
return as input stream,1.667
add to list of listeners,1.0
return with years,0.0
obtain from object,1.0
set to tcr,0.0
treat as insensitive,0.0
push to target handler,0.0
get for date,1.333
return for entry,1.0
set to float,1.333
read in stream,1.382
add to group,1.0
return for stack trace element,0.0
write to stream,1.5
set in timezone,1.0
remove from list of registered drivers,0.0
set between components,1.0
exist in soapbody object,0.0
assign to element of the specified range of the specified array of bytes,0.0
set to byte,0.0
remove from list,1.438
return with duration,0.0
set for connector server,0.0
return for rectangle2d,1.6
register in position parameterindex,1.0
visit in annotation,1.417
obtain in chronology,1.5
convert to short,1.0
remove for class,0.0
compare to object,1.623
retrieve in object,1.88
provide as to get,0.0
return for cursor,1.4
get in pixels,1.0
read from file,1.312
retrieve in row of this resultset object,1.474
obtain about device,0.0
return in interface repository,0.0
compare with instance,1.0
end with suffix,1.0
return with number of days,1.0
paint in tab area,0.0
return for parameter,1.923
set with data,1.222
return according to mathcontext settings,0.0
return for class jobstate,1.0
create with edge,1.6
return for class,1.741
create over elements,1.0
return starting directory,1.0
connect to receiver,1.0
return for traversal operation,0.0
set for prefix,1.5
return for entry name,1.0
change in menu hierarchy,0.0
return at index index,1.0
return for key,2.136
compare for equality,1.13
return in set,2.36
fetch for rendering,0.0
return for cells,1.0
set for cell,1.667
return for nth header field,1.0
read in stream,1.382
set on model,1.0
set for jpasswordfield,0.0
return with title,0.0
return as double,1.2
set based on coordinates,1.0
return at index,1.86
base on file selection mode,0.0
add to request,0.0
get for use,1.0
return over name elements of this path,0.0
set for transformerfactory,1.0
set to vector,1.0
install onto jformattedtextfield,1.0
write to sql data stream,0.0
return for transformation,0.0
return for jrootpane,0.0
return for applet,1.0
remove in state hashtables,0.0
import from params,0.0
remove from queue,1.4
open to url,0.0
search for elem,0.0
parameter to value,0.0
set for rectangle of pixels,1.0
convert in jdbc date escape format,0.0
read from stream,1.382
write to stream,1.5
add to object,1.583
set from fromindex,1.0
compare to another,1.0
set with date,1.5
obtain from proleptic year month day fields,1.0
play given url,0.0
remove from menu bar,1.0
enable on context,1.0
return in space of the jtabbedpane component,0.0
obtain from year,1.833
fetch within element,1.333
return for enumeration class,1.0
return with component type,0.0
publish in preferences,0.0
fetch for attribute,1.0
read from input stream,1.51
receive from trayicon,1.0
write to output stream,1.8
return for separator,1.0
return to string,4.137
get for soapfault object,1.0
return in time unit,0.0
get for text flavor,0.0
assign to element of the specified range of the specified array of ints,0.0
fetch from beginning of the document,0.0
return in map,2.143
place for socket,0.0
return for redirect,1.0
perform on elements of this stream,1.0
set to intercellspacing,0.0
retain in collection,0.0
convert to epoch day,0.0
return in style of this timezone,0.0
retrieve in row of this resultset object,1.474
remove from popup menu,1.0
wrap into buffer,1.5
read from serialization stream,0.0
apply to operands,0.0
associate with stream,1.0
return according to ieee point format layout,1.0
remove from node,1.667
output in byteholder,0.0
add to dragsource,1.0
abort via abort method,1.0
retrieve in sqlinputimpl object,1.636
retrieve for role of a relation type,0.0
set in command,0.0
obtain from object,1.0
return for currency,0.0
create from java,1.0
add to list of registered progress listeners,1.0
read for custom valuetype,1.0
return for event,2.214
return to argument,1.429
return for locale,1.619
set to value,2.011
convert into sql grammar,0.0
occur on jlayer,0.0
return in map,2.143
clear for command,0.0
return for baselines,0.0
set in model,1.0
return with duration,0.0
add to list of listeners,1.0
add with name,1.308
return for laf,0.0
pass to machine,0.0
add to end of this compound name,1.0
reset to polygon,0.0
include in statement,0.0
set for calendar of this dateformat object,0.0
return with amount of seconds,0.0
return for class jobsheets,1.0
add from string,1.0
abort to iiowriteprogresslisteners,0.0
create for jtable,0.0
set to width,1.667
convert into qname value,0.0
remove from list of interested consumers,0.0
connect to socket address,0.0
invoke on ui,1.212
return for name,2.537
ostream in value field of the holder,0.0
return for class,1.741
convert to zoneid,0.0
report to listeners,1.917
remove from print job,1.0
add to w3cendpointreference instance,0.0
call on script object,0.0
return for default format locale,1.0
add to list of parameters,1.0
return for thread,1.75
add to systemtray,0.0
compare to object,1.623
perform on elements of this stream,1.0
return for float object,1.0
obtain as such,0.0
get for parser,0.0
get for class,1.0
return for jar,1.0
add to list of registered warning listeners,1.0
support for object,0.0
return for jsplitpane divider,0.0
return for vm,1.0
parameter for channel message,0.0
add to request object,1.0
read from input stream,1.51
return in representation of the specified int value,0.0
return from string tokenizer,0.0
write from byte array,0.0
propagate up tree,0.0
bind to namespace,0.0
return for cell,1.0
set to width,1.667
focus before focus owner,0.0
remove from list of registered update listeners,0.0
get for progressmonitor,0.0
start given cursor,0.0
obtain for transmitting,0.0
create for use,1.0
reset to configuration,1.0
remove from array of columns,0.0
insert into character sequence,1.0
reset to value,1.0
convert into array of bytes,1.6
determine on size of the message,0.0
return for frame,1.0
obtain from date,1.818
return with number of months,1.0
combine with time of midnight,0.0
return from createpropertychangelistener,0.0
write to output stream,1.8
create for idl type,0.0
create with subset of the bands of this multipixelpackedsamplemodel,0.0
insert into sequence,1.0
set in portableinterceptor,0.0
add to region list,0.0
add in list of components,1.0
receive from window,0.0
return in serialclob object,0.0
test by asking,0.0
convert to screen coordinates,0.0
pass in object,0.0
return in iteration,1.0
set for trayicon,1.0
set for templates object,0.0
return for set of xml,1.0
set to value,2.011
return with number of months,1.0
add to list,1.0
pass in location,0.0
return between indices,1.0
return for sortkey,0.0
visit in annotation,1.417
combine for int pixels,0.0
return before index,1.86
write to output stream,1.8
obtain between dates,0.0
return for kerberos,0.0
parameter for metamessage,0.0
get for authenticating,0.0
return for composite,1.0
write to array output stream,0.0
add to attribute,1.5
add to element,1.571
read from stream,1.382
add to joinrowset object,1.0
obtain from era,1.0
add to border,1.8
return for shaper,1.0
set for tasks,0.0
end with path,0.0
insert into value field,1.0
add to view,1.0
enqueue by either,0.0
write to sqloutputimpl,1.0
return for character array,0.0
declare in dtd,0.0
set to coordinates,1.0
create from input sequence,0.0
get for soapfault,1.0
select in model,1.0
write to stream,1.5
return as int,1.733
unmarshal from xmlstructure instance,1.0
add with name,1.308
obtain from int value,1.0
add to layout,1.0
process on proxy instance,0.0
combine with time zone,1.4
register on jtable,0.0
associate with entity,1.0
obtain from object,1.0
calculate for axis axis,0.0
return with year,1.0
return in pixels,1.0
return with amount,1.529
read from input stream,1.51
return for serialblob,0.0
delete between indices,0.0
register with watch service,1.0
register under category,0.0
get over when,0.0
report to input action,0.0
insert into queue,1.0
add to beancontext,1.0
append to formatter,2.182
write to output stream,1.8
set for application,0.0
return for type,2.24
return in colormodel,1.3
edit in tree,0.0
read from stream,1.382
enable for use,0.0
remove from menu item,1.5
return with number of months,1.0
return with collection,1.75
return for attribute,1.6
return from point,1.389
return for storing,1.0
perform on certificate,0.0
set for sequence,1.0
add to track,0.0
obtain from epoch day,1.333
extract from dynany,1.455
obtain given source format,0.0
return for document event,1.0
add to attribute,1.5
change to active,0.0
read from input stream,1.51
support to format,1.0
return in month adjuster,1.0
return given pixel,1.5
return to url,2.286
add to listener list,1.375
read from input,1.0
add to tabbedpane,0.0
combine with time zone,1.4
read from zip entry,0.0
declare in document text,0.0
extract from dynany,1.455
copy into array,1.0
return for connector server,0.0
generate for collator,0.0
return on system,1.6
report to input action,0.0
adjust by amount,0.0
render as subscript,0.0
create for jtextarea,1.0
create from jaxp source,1.0
return as byte,1.0
return given point,1.389
return with number of seconds,1.0
remove from tree,0.0
append to end of this list,1.0
get from time,2.0
compare with objid,0.0
invoke for directory,1.0
return for calendar field of this calendar instance,1.0
obtain from amount,1.0
add to rectangle,0.0
create from spliterator,2.773
set to value,2.011
read from input stream,1.51
compare for equality,1.13
return before index,1.86
return in path,2.0
connect to server,0.0
convert into instance of class class,1.6
unmarshal from xmlstructure instance,1.0
read for pathname,0.0
allocate with space,0.0
set to state,2.462
bind to address,1.0
add for receiving,0.0
declare on start_element,0.0
determine at index,0.0
choose as caret,0.0
return for object identifier,0.0
find with name,1.857
read from offset,0.0
set to value,2.011
create for idl value box,0.0
set to check box group,0.0
acquire from semaphore,1.0
return for preference,0.0
obtain from era,1.0
remove from menu,1.0
set to value,2.011
pass in object,0.0
return for keystroke,1.0
return with number of hours,1.0
evaluate on argument,0.0
receive from textfield,0.0
set to color,1.286
show with input value,0.0
occur on component,1.0
return in textarea,1.0
return with number of minutes,1.0
return with months,0.0
set for soapfault object,1.0
get from crl,1.0
get for component,1.0
return with field,1.0
schedule for execution,1.0
destroy for object reference,0.0
treat as insensitive,0.0
remove for property,1.0
start between nodes,1.0
return as double,1.2
get with subinterfaces,0.0
deliver to component,0.0
create with rule,0.0
set to value,2.011
compare for equality,1.13
return in parent,2.25
install as l&f,0.0
return from profile,1.0
bind to object,1.667
test for equality,1.0
create as raster,1.846
return with amount of years,0.0
produce for method,0.0
return with time zone,1.5
return in hertz,0.0
return for configuration,1.667
return in colormodel,1.3
set to wsa,0.0
add to table of names,0.0
retrieve with attribute,2.235
read from file,1.312
return as index,1.86
specify in category,0.0
call for focus owner,0.0
group under sslsessioncontext,0.0
return for locale,1.619
perform on certificate,0.0
report for properties,0.0
associate with entity,1.0
set in rowset object,1.0
set to double,1.5
pass from source object,0.0
return for crl,1.0
return with number of hours,1.0
put into field,1.0
set for textarea,0.0
set to array object,0.0
return including indications of run state,0.0
return for code,1.667
set from attributes,1.0
set to log message,1.0
start with child_policy,0.0
create from supplier of spliterator,1.0
get as such,1.0
add to wsa,1.0
write to stream,1.5
obtain from object,1.0
return for value,3.896
produce to type,0.0
append to output,0.0
connect to port,0.0
create for outline of area object,0.0
return from point2d,1.0
insert into delay queue,0.0
return with number of hours,1.0
remove for name,1.0
convert to float,1.0
set for pathname,1.0
object to renderinghints,0.0
set to ref(<structured - type > ) value,0.0
return for sslengine,1.0
return for class,1.741
return with amount,1.529
return in child array,1.0
convert to string of the form,0.0
initialize with parameters,1.0
read from channel,1.4
set for scripts,1.0
install on combo box model,0.0
return given image type,1.0
create on host,0.0
register with object,1.7
generate from specification,1.0
return with number of months,1.0
occur on window,1.0
return in colorspace,1.0
return from crl,1.0
write to output stream,1.8
loop from position,0.0
return in queue,1.0
subtract from object,1.0
set in choice menu,0.0
set for action event,0.0
append to formatter,2.182
schedule for rate execution,1.0
return for object,2.077
add to stream,1.0
render in presence of concurrency,0.0
read from stream,1.382
write to clob value,1.0
read from input stream,1.51
create with type object,0.0
send to back,0.0
add to date object,0.0
set at position,2.579
invoke on ui,1.212
return for nth header field,1.0
call on droptargetlistener,1.0
compare with object,1.623
return at index,1.86
add to list of parameters,1.0
return with duration,0.0
remove from work queue,0.0
get from certificate,1.0
remove from choice menu,1.0
return for syncprovider object,0.0
compare with renderinghints,0.0
return in effect,1.4
compare for equality,1.13
compare to object,1.623
visit in annotation,1.417
return for namespace,1.0
add to list of resource bundles,0.0
cause from component,0.0
delete from compound name,0.0
return given name,2.537
add for notification of any changes,0.0
return between cells,1.0
reset to values,0.0
return in list,1.667
append to formatter,2.182
return for class dialogtypeselection,1.0
append to output stream,1.0
return for jbutton,0.0
add to list,1.0
return for string object,2.722
return for pair generator,0.0
insert into priority queue,0.0
request after information,0.0
get from crl,1.0
create with address,0.0
return with month,1.0
retrieve for name,1.375
return for principal,1.0
provide to leap second,0.0
write to stream,1.5
remove for key,1.895
populate with data,1.0
populate with data,1.0
wrap for encoding,0.0
search for value,1.0
search for jdesktop instance,0.0
return with value,3.896
create from spliterator,2.773
parse as integers,0.0
set for pages,1.0
remove from list,1.438
return for cell index,1.333
create for idl interface,0.0
remove from listener list,1.0
rename in file system,0.0
request in seconds,0.0
set in command,0.0
write v. to output stream,1.8
create for component,1.375
set to right of the decimal point,0.0
read from stream,1.382
disable given objectname,0.0
visit in annotation,1.417
create with alignment,0.0
write to output stream,1.8
set for syncproviderexception object,0.0
return for target object,1.0
supply to invocation of a park method,0.0
get for loading,0.0
append to sequence,1.0
convert in unit,0.0
select from index0,1.0
return in element of an int array,0.0
return for class,1.741
receive from publish method,0.0
enable for frame,0.0
return for integer,1.5
enable for per security services,1.0
return for characteriterator,1.0
return with ensuring,0.0
obtain in chronology,1.5
set for array of objects,0.0
convert to path,0.0
grant for primitives,1.0
return for showing,0.0
return at index,1.86
set in layout,1.0
remove from actionmap,0.0
return for set of formatted records,0.0
write to stream,1.5
return from droptargetcontext,1.0
remove from list of invalid components,0.0
insert into list,1.667
get for awt component tree operations,0.0
increment for object,0.0
set in implementation of binder,0.0
encode into byte buffer,0.0
return for task,1.5
report to listeners,1.917
read from file,1.312
convert to biginteger,1.6
read from input stream,1.51
write to stream,1.5
obtain from midi port,1.0
return as double,1.2
set to left,0.0
associate with printservice,0.0
register with imageproducer,1.0
paint within bounds,0.0
read from input stream,1.51
reset to mark,1.0
register for tie,0.0
return as corba::object,0.0
receive from mouselistener,0.0
write to stream,1.5
return for scrollbars,0.0
translate from unicode,0.0
remove from listener list,1.0
compare for equality,1.13
convert to case,1.0
return in form of a dimension object,1.0
obtain from int value,1.0
unmarshal from instance,0.0
return for pixel,1.5
add to file chooser,0.0
compare with bigdecimal,1.0
return for reading,1.0
return for serialref,0.0
remove from dictionary,0.0
occur on window,1.0
add to dispatcher chain,0.0
return for pixel,1.5
create for component of html,0.0
get over when,0.0
compare to object,1.623
set for applet,0.0
select in path,0.0
output in objectholder object,0.0
write from byte array,0.0
make on request,1.0
return to object registry,1.0
check for equality,1.0
remove from environment of this context,0.0
set on host,0.0
add to element,1.571
set for jcomponent,1.0
get from certificate,1.0
set to value,2.011
convert to code point value,0.0
log with information,1.0
return in units,1.0
return with number of years,1.0
return for gssname,0.0
get for stream,1.75
read from istream,0.0
put into field,1.0
return for panel,1.0
return for print service,1.0
read into array of bytes,1.667
return for row,1.929
connect to receiver,1.0
return for passed,1.5
return for calendar field of this calendar instance,1.0
update with array value,0.0
enable for composition,1.667
obtain from object,1.0
return for html renderer,0.0
associate with element,0.0
write to output stream,1.8
get for thread,0.0
create to connector server,1.5
scan for escape syntax,0.0
enable for object,1.0
cause to method of this tokenizer,0.0
get on execute,0.0
create with width,1.0
return from startinclusive,1.0
append to end of this queue,0.0
ask for desktop object,0.0
compare to object,1.623
figure based on information,0.0
set on implementation,1.0
combine with date,1.833
replace for key,1.0
return for rectangle of pixels,1.0
return for attribute,1.6
obtain from int value,1.0
return with data layout,1.5
awtevent for jlayer,0.0
remove from mimeheaders,0.0
find given spelling of bytecode descriptor,0.0
add to list,1.0
return following boundary,1.8
perform on elements of this stream,1.0
fetch at coordinates,0.0
copy to target,0.0
return with name,2.537
write to output stream,1.8
return into text character array,0.0
compare to offset,0.0
translate to css,0.0
retrieve based on listcellrenderer,0.0
identify as temporary,0.0
add to undomanager,0.0
return from request,1.0
return for file of file,0.0
disable to menu item,0.0
return in mbean,0.0
convert to int,1.667
return for character,1.786
remove from list of user choosable,0.0
make by running,0.0
convert to destination coordinate system,0.0
return with month altered,0.0
create with implementor object web service,0.0
set for urlconnection objects,0.0
get for object,2.667
convert to instant,1.333
transform into colorspace,0.0
get for edit,0.0
return of curve,1.0
define in unicode,0.0
remove from context,0.0
convert to number of seconds,0.0
provide to look,0.0
return for animation loop,0.0
add to list of client side request interceptors,0.0
retrieve in rdn,0.0
get for pane,1.0
delete from offset,0.0
return for class,1.741
set for modelmbeanoperationinfo,0.0
return with amount,1.529
apply to date,0.0
remove from acl,0.0
create for handling,1.0
obtain from object,1.0
return from text,2.429
assign to element of the specified array of doubles,0.0
return in pixels,1.0
update with ascii stream value,0.0
return in default rgb color model format,0.0
remove in interval,0.0
invoke with value,0.0
remove from document,1.0
remove for key,1.895
obtain from hour,1.0
create over elements,1.0
emit for < p > tag,0.0
add to list of images,1.0
set between border,1.0
return for float value,1.75
read in stream,1.382
react to change,0.0
read from channel,1.4
fill with color,0.0
return for validity period,0.0
return with duration,0.0
return including type,2.24
get on scrolling list,0.0
create for service type loader,0.0
map to value,0.0
get from certificate,1.0
connect to destination,0.0
insert into value field,1.0
return for endpoint,1.0
append to end of the menu,1.0
return over elements,1.567
read into array of bytes,1.667
remove from item list,1.0
register for policytype,0.0
remove from listener list,1.0
